Ticker,IssueDate,AssetClass,Industry,sub-industry,Maturity,AnnounceDate,MtyType,Currency,%Women,%IndependentDirectors,AmtIssued,CouponType,BBGComposite,S&PRating,MoodyRating,Country/Region,CO2perEnergy,CO2perSales,CO2perEmployee
TSLAEN,12/17/2015,Corporates,Industrial,Renewable Energy,12/17/2016,12/14/2015,AT MATURITY,USD,22.22220039,77.77780151,5000000,FIXED,#N/A N/A,#N/A N/A,#N/A N/A,UNITED STATES,#N/A N/A,#N/A N/A,#N/A N/A
TSLAEN,7/23/2015,Corporates,Industrial,Renewable Energy,7/23/2018,7/20/2015,AT MATURITY,USD,22.22220039,77.77780151,5000000,FIXED,#N/A N/A,#N/A N/A,#N/A N/A,UNITED STATES,#N/A N/A,#N/A N/A,#N/A N/A
ACAFP,2/27/2017,Corporates,Bank,Banks,2/28/2020,1/16/2017,AT MATURITY,INR,#N/A N/A,#N/A N/A,6669971.5,FIXED,#N/A N/A,#N/A N/A,#N/A N/A,FRANCE,#N/A N/A,#N/A N/A,#N/A N/A
HARBCB,4/11/2017,Corporates,Bank,Banks,4/11/2020,3/31/2017,AT MATURITY,CNY,#N/A N/A,#N/A N/A,290040000,FIXED,#N/A N/A,#N/A N/A,#N/A N/A,CHINA,#N/A N/A,#N/A N/A,#N/A N/A
ATRLJB,3/27/2017,Corporates,Industrial,Real Estate,3/27/2020,3/21/2017,AT MATURITY,SEK,33.33330154,66.66670227,34180500,FLOATING,#N/A N/A,#N/A N/A,#N/A N/A,SWEDEN,76.68217258,5.683691328,47.45882259
CCNWPI,4/6/2017,Corporates,Industrial,Industrial Other,4/6/2022,3/29/2017,PUTABLE,CNY,#N/A Field Not Applicable,#N/A Field Not Applicable,29004400,WHEN ISSUED,#N/A N/A,#N/A N/A,#N/A N/A,CHINA,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable
PAPREC,3/23/2017,Corporates,Industrial,Waste & Environment Services & Equipment,4/1/2022,3/16/2017,CALLABLE,EUR,#N/A Field Not Applicable,#N/A Field Not Applicable,242577000,FUNGED,NR,#N/A N/A,WR,FRANCE,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable
ATRLJB,3/27/2017,Corporates,Industrial,Real Estate,3/27/2020,3/21/2017,AT MATURITY,SEK,33.33330154,66.66670227,56967500,FIXED,NR,#N/A N/A,#N/A N/A,SWEDEN,76.68217258,5.683691328,47.45882259
TSLAEN,7/23/2015,Corporates,Industrial,Renewable Energy,7/23/2020,7/20/2015,AT MATURITY,USD,22.22220039,77.77780151,5000000,FIXED,#N/A N/A,#N/A N/A,#N/A N/A,UNITED STATES,#N/A N/A,#N/A N/A,#N/A N/A
BOCOM,11/22/2016,Corporates,Bank,Banks,11/22/2019,11/15/2016,AT MATURITY,CNY,7.142859936,42.85710144,1452450000,FIXED,#N/A N/A,#N/A N/A,#N/A N/A,CHINA,#N/A N/A,#N/A N/A,#N/A N/A
YANTZE,11/21/2016,Corporates,Industrial,Power Generation,11/21/2021,11/16/2016,AT MATURITY,CNY,#N/A N/A,#N/A N/A,290174000,WHEN ISSUED,#N/A N/A,#N/A N/A,#N/A N/A,CHINA,#N/A N/A,#N/A N/A,#N/A N/A
TSLAEN,12/17/2015,Corporates,Industrial,Renewable Energy,12/17/2018,12/14/2015,AT MATURITY,USD,22.22220039,77.77780151,5000000,FIXED,#N/A N/A,#N/A N/A,#N/A N/A,UNITED STATES,#N/A N/A,#N/A N/A,#N/A N/A
TSLAEN,12/17/2015,Corporates,Industrial,Renewable Energy,12/17/2020,12/14/2015,AT MATURITY,USD,22.22220039,77.77780151,5000000,FIXED,#N/A N/A,#N/A N/A,#N/A N/A,UNITED STATES,#N/A N/A,#N/A N/A,#N/A N/A
AMPILT,5/25/2017,Corporates,Industrial,Renewable Energy,10/17/2036,5/16/2017,CALL/SINK,GBP,#N/A N/A,#N/A N/A,38181101.7,FUNGED,#N/A N/A,#N/A N/A,#N/A N/A,BRITAIN,#N/A N/A,#N/A N/A,#N/A N/A
ANASM,6/16/2017,Corporates,Financial,Industrial Other,6/16/2020,6/8/2017,AT MATURITY,EUR,#N/A N/A,#N/A N/A,20027773,FLOATING,#N/A N/A,#N/A N/A,#N/A N/A,SPAIN,#N/A N/A,#N/A N/A,#N/A N/A
NANJBK,4/27/2017,Corporates,Bank,Banks,4/27/2020,4/20/2017,AT MATURITY,CNY,36.36360168,36.36360168,580356000,FIXED,#N/A N/A,#N/A N/A,#N/A N/A,CHINA,#N/A N/A,#N/A N/A,#N/A N/A
FASTIG,2/14/2017,Corporates,REIT,Real Estate,8/28/2019,2/7/2017,AT MATURITY,SEK,66.66670227,55.55559921,54766320,FIXED,#N/A N/A,#N/A N/A,#N/A N/A,SWEDEN,55.94328265,1.737938858,41.55631277
FABGSS,2/16/2017,Corporates,REIT,Real Estate,9/16/2019,2/8/2017,AT MATURITY,SEK,33.33330154,100,33819600,FLOATING,#N/A N/A,#N/A N/A,#N/A N/A,SWEDEN,17.18964778,0.512473259,7.528795622
HRLEAS,2/15/2017,Corporates,Financial,Commercial Finance,2/15/2020,2/9/2017,AT MATURITY,CNY,#N/A N/A,#N/A N/A,145837000,FIXED,#N/A N/A,#N/A N/A,#N/A N/A,CHINA,#N/A N/A,#N/A N/A,#N/A N/A
RUMUQZ,12/8/2016,Corporates,Bank,Banks,12/8/2019,12/1/2016,AT MATURITY,CNY,#N/A N/A,#N/A N/A,72322500,FIXED,#N/A N/A,#N/A N/A,#N/A N/A,CHINA,#N/A N/A,#N/A N/A,#N/A N/A
LESHBA,6/5/2017,Corporates,Bank,Banks,6/5/2020,5/26/2017,AT MATURITY,CNY,#N/A N/A,#N/A N/A,117768000,FIXED,#N/A N/A,#N/A N/A,#N/A N/A,CHINA,#N/A N/A,#N/A N/A,#N/A N/A
YWSOAO,7/13/2017,Corporates,Industrial,Real Estate,#N/A Field Not Applicable,7/7/2017,PERP/CALL,CNY,#N/A N/A,#N/A N/A,117959200,VARIABLE,#N/A N/A,#N/A N/A,#N/A N/A,CHINA,#N/A N/A,#N/A N/A,#N/A N/A
CHIFIN,5/19/2017,Corporates,Bank,Banks,5/19/2020,5/9/2017,AT MATURITY,TWD,#N/A N/A,#N/A N/A,33333500,FIXED,#N/A N/A,#N/A N/A,#N/A N/A,TAIWAN,#N/A N/A,#N/A N/A,#N/A N/A
CHASHB,5/16/2017,Corporates,Bank,Banks,5/16/2020,5/9/2017,AT MATURITY,CNY,15.38459969,38.46149826,291048000,FIXED,#N/A N/A,#N/A N/A,#N/A N/A,CHINA,#N/A N/A,#N/A N/A,#N/A N/A
LESHBA,8/11/2017,Corporates,Bank,Banks,8/11/2020,8/4/2017,AT MATURITY,CNY,#N/A N/A,#N/A N/A,225214500,FIXED,#N/A N/A,#N/A N/A,#N/A N/A,CHINA,#N/A N/A,#N/A N/A,#N/A N/A
YANTZE,6/7/2017,Corporates,Industrial,Power Generation,6/7/2020,6/1/2017,AT MATURITY,CNY,#N/A N/A,#N/A N/A,294902000,FIXED,#N/A N/A,#N/A N/A,#N/A N/A,CHINA,#N/A N/A,#N/A N/A,#N/A N/A
FABGSS,6/9/2017,Corporates,REIT,Real Estate,6/9/2020,6/1/2017,AT MATURITY,SEK,33.33330154,100,34430100,FLOATING,#N/A N/A,#N/A N/A,#N/A N/A,SWEDEN,17.18964778,0.512473259,7.528795622
TENERG,7/21/2017,Corporates,Financial,Power Generation,7/21/2022,7/14/2017,CALLABLE,EUR,#N/A N/A,#N/A N/A,69996600,FIXED,#N/A N/A,#N/A N/A,#N/A N/A,GREECE,#N/A N/A,#N/A N/A,#N/A N/A
YWSOAO,5/5/2017,Corporates,Industrial,Real Estate,#N/A Field Not Applicable,4/28/2017,PERP/CALL,CNY,#N/A N/A,#N/A N/A,217567500,WHEN ISSUED,#N/A N/A,#N/A N/A,#N/A N/A,CHINA,#N/A N/A,#N/A N/A,#N/A N/A
TADENR,7/27/2017,Corporates,Industrial,Power Generation,7/29/2019,7/26/2017,AT MATURITY,MYR,#N/A Field Not Applicable,#N/A Field Not Applicable,3272934,FIXED,#N/A N/A,#N/A N/A,#N/A N/A,MALAYSIA,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable
HARBCB,5/10/2017,Corporates,Bank,Banks,5/10/2020,5/2/2017,AT MATURITY,CNY,#N/A N/A,#N/A N/A,289750000,FIXED,#N/A N/A,#N/A N/A,#N/A N/A,CHINA,#N/A N/A,#N/A N/A,#N/A N/A
QDRCBK,8/1/2017,Corporates,Bank,Banks,8/1/2020,7/26/2017,AT MATURITY,CNY,#N/A N/A,#N/A N/A,148805000,FIXED,#N/A N/A,#N/A N/A,#N/A N/A,CHINA,#N/A N/A,#N/A N/A,#N/A N/A
TADENR,7/27/2017,Corporates,Industrial,Power Generation,7/27/2020,7/26/2017,AT MATURITY,MYR,#N/A Field Not Applicable,#N/A Field Not Applicable,2104029,FIXED,#N/A N/A,#N/A N/A,#N/A N/A,MALAYSIA,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable
ACAFP,7/26/2017,Corporates,Bank,Banks,7/27/2020,7/7/2017,AT MATURITY,TRY,#N/A N/A,#N/A N/A,1800512,FIXED,#N/A N/A,#N/A N/A,#N/A N/A,FRANCE,#N/A N/A,#N/A N/A,#N/A N/A
ACAFP,7/12/2017,Corporates,Bank,Banks,7/12/2022,6/21/2017,CALLABLE,USD,#N/A N/A,#N/A N/A,120000000,FIXED,NR,#N/A N/A,WR,FRANCE,#N/A N/A,#N/A N/A,#N/A N/A
BOBJ,4/19/2017,Corporates,Bank,Banks,4/19/2020,4/12/2017,AT MATURITY,CNY,21.42860031,42.85710144,1744188000,FIXED,#N/A N/A,#N/A N/A,#N/A N/A,CHINA,#N/A N/A,#N/A N/A,#N/A N/A
ACAFP,6/29/2017,Corporates,Bank,Banks,6/29/2020,5/31/2017,AT MATURITY,BRL,#N/A N/A,#N/A N/A,1759479.12,FIXED,#N/A N/A,#N/A N/A,#N/A N/A,FRANCE,#N/A N/A,#N/A N/A,#N/A N/A
YANTZE,8/15/2017,Corporates,Industrial,Power Generation,8/15/2020,8/10/2017,AT MATURITY,CNY,#N/A N/A,#N/A N/A,524163500,FIXED,#N/A N/A,#N/A N/A,#N/A N/A,CHINA,#N/A N/A,#N/A N/A,#N/A N/A
ACAFP,10/30/2017,Corporates,Bank,Banks,10/30/2020,10/3/2017,AT MATURITY,INR,#N/A N/A,#N/A N/A,4485037.5,FIXED,#N/A N/A,#N/A N/A,#N/A N/A,FRANCE,#N/A N/A,#N/A N/A,#N/A N/A
YANTZE,10/19/2017,Corporates,Industrial,Power Generation,10/19/2020,10/16/2017,AT MATURITY,CNY,#N/A N/A,#N/A N/A,303146000,FIXED,#N/A N/A,#N/A N/A,#N/A N/A,CHINA,#N/A N/A,#N/A N/A,#N/A N/A
OBOS,11/7/2017,Corporates,REIT,Real Estate,11/7/2022,10/20/2017,AT MATURITY,NOK,#N/A N/A,#N/A N/A,52598460,FLOATING,#N/A N/A,#N/A N/A,#N/A N/A,NORWAY,#N/A N/A,#N/A N/A,#N/A N/A
TWBTT,1/5/2018,Corporates,Bank,Banks,1/5/2021,10/26/2017,AT MATURITY,TWD,20,20,33916700,FIXED,#N/A N/A,#N/A N/A,#N/A N/A,TAIWAN,#N/A N/A,#N/A N/A,#N/A N/A
ENBRBZ,12/27/2017,Corporates,Industrial,Utilities,12/26/2022,12/26/2017,SINKABLE,BRL,#N/A N/A,#N/A N/A,45309000,FLOATING,#N/A N/A,#N/A N/A,#N/A N/A,BRAZIL,#N/A N/A,#N/A N/A,#N/A N/A
SEASMK,1/8/2018,Corporates,Industrial,Real Estate,1/8/2019,1/4/2018,AT MATURITY,MYR,10,50,6241575,FIXED,#N/A N/A,#N/A N/A,#N/A N/A,MALAYSIA,#N/A N/A,#N/A N/A,#N/A N/A
SEASMK,1/8/2018,Corporates,Industrial,Real Estate,1/8/2020,1/4/2018,AT MATURITY,MYR,10,50,6241575,FIXED,#N/A N/A,#N/A N/A,#N/A N/A,MALAYSIA,#N/A N/A,#N/A N/A,#N/A N/A
SEASMK,1/8/2018,Corporates,Industrial,Real Estate,1/8/2021,1/4/2018,AT MATURITY,MYR,10,50,6241575,FIXED,#N/A N/A,#N/A N/A,#N/A N/A,MALAYSIA,#N/A N/A,#N/A N/A,#N/A N/A
ANASM,1/26/2018,Corporates,Financial,Industrial Other,6/16/2020,1/17/2018,AT MATURITY,EUR,#N/A N/A,#N/A N/A,7339069,FUNGED,#N/A N/A,#N/A N/A,#N/A N/A,SPAIN,#N/A N/A,#N/A N/A,#N/A N/A
QSPSMK,10/6/2017,Corporates,Industrial,Power Generation,4/6/2020,10/4/2017,AT MATURITY,MYR,40,80,5899575,FIXED,#N/A N/A,#N/A N/A,#N/A N/A,MALAYSIA,#N/A N/A,2.33780836,11.30350849
QSPSMK,10/6/2017,Corporates,Industrial,Power Generation,10/6/2020,10/4/2017,AT MATURITY,MYR,40,80,5899575,FIXED,#N/A N/A,#N/A N/A,#N/A N/A,MALAYSIA,#N/A N/A,2.33780836,11.30350849
ACAFP,9/28/2017,Corporates,Bank,Banks,9/29/2020,9/11/2017,AT MATURITY,BRL,#N/A N/A,#N/A N/A,1822754.4,FIXED,#N/A N/A,#N/A N/A,#N/A N/A,FRANCE,#N/A N/A,#N/A N/A,#N/A N/A
NYSVFI,11/20/2017,Corporates,Financial,Consumer Finance,11/20/2019,11/9/2017,AT MATURITY,SEK,#N/A N/A,#N/A N/A,35395800,FLOATING,#N/A N/A,#N/A N/A,#N/A N/A,SWEDEN,#N/A N/A,#N/A N/A,#N/A N/A
NYSVFI,11/20/2017,Corporates,Financial,Consumer Finance,11/20/2019,11/9/2017,AT MATURITY,SEK,#N/A N/A,#N/A N/A,112086700,FIXED,#N/A N/A,#N/A N/A,#N/A N/A,SWEDEN,#N/A N/A,#N/A N/A,#N/A N/A
BCHINA,11/22/2017,Corporates,Industrial,Banks,11/22/2020,11/15/2017,AT MATURITY,CNY,26.66670036,40,151451000,FIXED,NR,NR,WR,CHINA,#N/A N/A,#N/A N/A,#N/A N/A
ACAFP,8/29/2018,Corporates,Bank,Banks,8/29/2023,8/24/2018,CALLABLE,USD,#N/A N/A,#N/A N/A,4922000,STEP CPN,A+,A+,Aa3,FRANCE,#N/A N/A,#N/A N/A,#N/A N/A
MTRC,6/28/2018,Corporates,Industrial,Travel & Lodging,6/29/2020,6/20/2018,AT MATURITY,HKD,25,70,44342160,FIXED,#N/A N/A,#N/A N/A,#N/A N/A,CAYMAN ISLANDS,#N/A N/A,37.44646364,46.55337706
ERDRBR,12/20/2018,Corporates,Industrial,Financial Services,11/28/2023,11/28/2018,AT MATURITY,BRL,#N/A Field Not Applicable,#N/A Field Not Applicable,50159554.83,FLOATING,#N/A N/A,#N/A N/A,#N/A N/A,BRAZIL,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable
SKABSS,5/24/2018,Corporates,Financial,Industrial Other,11/24/2020,5/14/2018,AT MATURITY,SEK,30,50,57130000,FLOATING,#N/A N/A,#N/A N/A,#N/A N/A,SWEDEN,201.0446479,1.43909973,6.586863641
BKHEBE,5/22/2018,Corporates,Bank,Banks,5/22/2021,5/15/2018,AT MATURITY,CNY,#N/A N/A,#N/A N/A,391690000,FIXED,#N/A N/A,#N/A N/A,#N/A N/A,CHINA,#N/A N/A,#N/A N/A,#N/A N/A
DESABZ,5/8/2018,Corporates,Industrial,Utilities,10/20/2019,4/20/2018,AT MATURITY,BRL,#N/A Field Not Applicable,#N/A Field Not Applicable,31598190,FLOATING,#N/A N/A,#N/A N/A,#N/A N/A,BRAZIL,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable
NDXGR,4/6/2016,Corporates,Industrial,Renewable Energy,4/6/2019,3/31/2016,AT MATURITY,EUR,16.66670036,#N/A N/A,627803000,FLOATING,#N/A N/A,#N/A N/A,#N/A N/A,GERMANY,200.3922311,4.855571529,2.648293741
ACAFP,1/11/2018,Corporates,Bank,Banks,1/12/2021,11/28/2017,AT MATURITY,TRY,#N/A N/A,#N/A N/A,2331278.4,FIXED,#N/A N/A,#N/A N/A,#N/A N/A,FRANCE,#N/A N/A,#N/A N/A,#N/A N/A
OENRGY,8/18/2017,Corporates,Industrial,Refining & Marketing,8/18/2020,8/14/2017,AT MATURITY,CNY,#N/A N/A,#N/A N/A,89998200,WHEN ISSUED,#N/A N/A,#N/A N/A,#N/A N/A,CHINA,#N/A N/A,#N/A N/A,#N/A N/A
SINKAM,1/30/2018,Corporates,Industrial,Power Generation,1/30/2020,1/23/2018,AT MATURITY,MYR,#N/A N/A,#N/A N/A,1281885,FIXED,#N/A N/A,#N/A N/A,#N/A N/A,MALAYSIA,#N/A N/A,#N/A N/A,#N/A N/A
OENRGY,2/2/2018,Corporates,Industrial,Refining & Marketing,2/2/2021,1/30/2018,AT MATURITY,CNY,#N/A N/A,#N/A N/A,95218200,WHEN ISSUED,#N/A N/A,#N/A N/A,#N/A N/A,CHINA,#N/A N/A,#N/A N/A,#N/A N/A
QSPSMK,10/6/2017,Corporates,Industrial,Power Generation,4/5/2019,10/4/2017,AT MATURITY,MYR,40,80,4719660,FIXED,#N/A N/A,#N/A N/A,#N/A N/A,MALAYSIA,#N/A N/A,2.33780836,11.30350849
QSPSMK,10/6/2017,Corporates,Industrial,Power Generation,10/4/2019,10/4/2017,AT MATURITY,MYR,40,80,5899575,FIXED,#N/A N/A,#N/A N/A,#N/A N/A,MALAYSIA,#N/A N/A,2.33780836,11.30350849
FASTIG,10/13/2017,Corporates,REIT,Real Estate,4/14/2020,10/4/2017,AT MATURITY,SEK,66.66670227,55.55559921,18495750,FIXED,#N/A N/A,#N/A N/A,#N/A N/A,SWEDEN,55.94328265,1.737938858,41.55631277
ACAFP,11/21/2017,Corporates,Bank,Banks,11/20/2020,10/3/2017,AT MATURITY,INR,#N/A N/A,#N/A N/A,6788716,FIXED,#N/A N/A,#N/A N/A,#N/A N/A,FRANCE,#N/A N/A,#N/A N/A,#N/A N/A
CBZHZH,9/7/2017,Corporates,Bank,Banks,9/7/2020,8/31/2017,AT MATURITY,CNY,16.66670036,33.33330154,462363000,FIXED,#N/A N/A,#N/A N/A,#N/A N/A,CHINA,#N/A N/A,#N/A N/A,#N/A N/A
PIRPBZ,11/23/2017,Corporates,Industrial,Power Generation,1/31/2019,10/31/2017,AT MATURITY,BRL,#N/A Field Not Applicable,#N/A Field Not Applicable,21723590,FLOATING,#N/A N/A,#N/A N/A,#N/A N/A,BRAZIL,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable
ICBCAS,10/12/2017,Corporates,Industrial,Banks,10/12/2020,9/28/2017,AT MATURITY,USD,16.66670036,41.66669846,450000000,FLOATING,NR,#N/A N/A,WR,CHINA,#N/A N/A,#N/A N/A,#N/A N/A
HBFINL,10/12/2017,Corporates,Financial,Commercial Finance,10/12/2020,9/29/2017,AT MATURITY,CNY,#N/A N/A,#N/A N/A,106573600,FIXED,#N/A N/A,#N/A N/A,#N/A N/A,CHINA,#N/A N/A,#N/A N/A,#N/A N/A
YANTZE,8/15/2017,Corporates,Industrial,Power Generation,8/15/2022,8/10/2017,AT MATURITY,CNY,#N/A N/A,#N/A N/A,149761000,WHEN ISSUED,#N/A N/A,#N/A N/A,#N/A N/A,CHINA,#N/A N/A,#N/A N/A,#N/A N/A
NHRURA,8/16/2017,Corporates,Bank,Banks,8/16/2020,8/10/2017,AT MATURITY,CNY,#N/A N/A,#N/A N/A,44883300,FIXED,#N/A N/A,#N/A N/A,#N/A N/A,CHINA,#N/A N/A,#N/A N/A,#N/A N/A
ACAFP,10/19/2017,Corporates,Bank,Banks,10/19/2027,9/21/2017,CALLABLE,USD,#N/A N/A,#N/A N/A,25000000,ZERO COUPON,#N/A N/A,#N/A N/A,#N/A N/A,FRANCE,#N/A N/A,#N/A N/A,#N/A N/A
SHRCBK,4/11/2018,Corporates,Bank,Banks,4/11/2021,4/4/2018,AT MATURITY,CNY,#N/A N/A,#N/A N/A,15967300,FIXED,#N/A N/A,#N/A N/A,#N/A N/A,CHINA,#N/A N/A,#N/A N/A,#N/A N/A
UITMMK,4/27/2018,Corporates,Industrial,Renewable Energy,4/27/2020,4/25/2018,AT MATURITY,MYR,#N/A Field Not Applicable,#N/A Field Not Applicable,2550300,FIXED,#N/A N/A,#N/A N/A,#N/A N/A,MALAYSIA,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable
ACAFP,5/25/2018,Corporates,Bank,Banks,5/25/2021,5/23/2018,CALLABLE,USD,#N/A N/A,#N/A N/A,1912000,STEP CPN,NR,NR,WR,FRANCE,#N/A N/A,#N/A N/A,#N/A N/A
ACAFP,5/25/2018,Corporates,Bank,Banks,5/25/2023,5/23/2018,CALLABLE,USD,#N/A N/A,#N/A N/A,5343000,STEP CPN,A+,A+,Aa3,FRANCE,#N/A N/A,#N/A N/A,#N/A N/A
CHFIBE,5/7/2018,Corporates,Industrial,Chemicals,5/7/2021,4/27/2018,AT MATURITY,CNY,22.22220039,33.33330154,31413200,FIXED,#N/A N/A,#N/A N/A,#N/A N/A,CHINA,#N/A N/A,#N/A N/A,#N/A N/A
ZKB,5/8/2018,Corporates,Bank,Banks,5/8/2025,4/30/2018,AT MATURITY,CHF,#N/A N/A,#N/A N/A,114813470,FUNGED,#N/A N/A,#N/A N/A,#N/A N/A,SWITZERLAND,#N/A N/A,#N/A N/A,#N/A N/A
ACAFP,10/30/2018,Corporates,Bank,Banks,10/30/2021,10/26/2018,CALLABLE,USD,#N/A N/A,#N/A N/A,3619000,STEP CPN,A+,A+,Aa3,FRANCE,#N/A N/A,#N/A N/A,#N/A N/A
ACAFP,10/30/2018,Corporates,Bank,Banks,1/30/2020,10/26/2018,CALLABLE,USD,#N/A N/A,#N/A N/A,1818000,FIXED,NR,NR,WR,FRANCE,#N/A N/A,#N/A N/A,#N/A N/A
ARISES,3/16/2018,Corporates,Industrial,Power Generation,3/16/2021,2/26/2018,CALLABLE,SEK,20,80,79372800,FLOATING,#N/A N/A,#N/A N/A,#N/A N/A,SWEDEN,#N/A N/A,#N/A N/A,#N/A N/A
PPRABZ,1/9/2018,Corporates,Industrial,Power Generation,12/19/2018,12/19/2017,AT MATURITY,BRL,#N/A Field Not Applicable,#N/A Field Not Applicable,31287694.88,FLOATING,#N/A N/A,#N/A N/A,#N/A N/A,BRAZIL,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable
FASTIG,6/20/2018,Corporates,REIT,Real Estate,6/22/2020,6/13/2018,AT MATURITY,SEK,66.66670227,55.55559921,33808200,FIXED,#N/A N/A,#N/A N/A,#N/A N/A,SWEDEN,55.94328265,1.737938858,41.55631277
BEIJII,9/12/2018,Corporates,Industrial,Travel & Lodging,#N/A Field Not Applicable,9/10/2018,PERP/CALL,CNY,#N/A N/A,#N/A N/A,72761000,WHEN ISSUED,#N/A N/A,#N/A N/A,#N/A N/A,CHINA,#N/A N/A,#N/A N/A,#N/A N/A
ACAFP,9/21/2018,Corporates,Bank,Banks,9/21/2025,9/19/2018,CALLABLE,USD,#N/A N/A,#N/A N/A,1000000,FIXED,A+,A+,Aa3,FRANCE,#N/A N/A,#N/A N/A,#N/A N/A
VDBFBZ,5/25/2018,Corporates,Industrial,Power Generation,10/28/2019,4/27/2018,AT MATURITY,BRL,#N/A Field Not Applicable,#N/A Field Not Applicable,28953476,FLOATING,#N/A N/A,#N/A N/A,#N/A N/A,BRAZIL,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable
ACAFP,10/30/2018,Corporates,Bank,Banks,4/30/2024,10/25/2018,CALLABLE,USD,#N/A N/A,#N/A N/A,2000000,FIXED,NR,NR,Aa3,FRANCE,#N/A N/A,#N/A N/A,#N/A N/A
NHRURA,6/5/2018,Corporates,Bank,Banks,6/5/2021,5/30/2018,AT MATURITY,CNY,#N/A N/A,#N/A N/A,93622800,FIXED,#N/A N/A,#N/A N/A,#N/A N/A,CHINA,#N/A N/A,#N/A N/A,#N/A N/A
ACAFP,6/29/2018,Corporates,Bank,Banks,6/29/2023,6/27/2018,CALLABLE,USD,#N/A N/A,#N/A N/A,895000,STEP CPN,A+,A+,Aa3,FRANCE,#N/A N/A,#N/A N/A,#N/A N/A
ACAFP,6/28/2018,Corporates,Bank,Banks,12/28/2021,6/26/2018,CALLABLE,USD,#N/A N/A,#N/A N/A,765000,STEP CPN,NR,NR,Aa3,FRANCE,#N/A N/A,#N/A N/A,#N/A N/A
FASTIG,8/31/2017,Corporates,REIT,Real Estate,8/31/2020,8/22/2017,AT MATURITY,SEK,66.66670227,55.55559921,25101800,FLOATING,#N/A N/A,#N/A N/A,#N/A N/A,SWEDEN,55.94328265,1.737938858,41.55631277
SDPUBH,6/14/2018,Corporates,Industrial,Industrial Other,6/14/2021,6/11/2018,AT MATURITY,CNY,#N/A N/A,#N/A N/A,40643980,WHEN ISSUED,#N/A N/A,#N/A N/A,#N/A N/A,CHINA,#N/A N/A,#N/A N/A,#N/A N/A
ACAFP,11/28/2018,Corporates,Bank,Banks,2/28/2020,11/26/2018,CALLABLE,USD,#N/A N/A,#N/A N/A,849000,FIXED,NR,A+,WR,FRANCE,#N/A N/A,#N/A N/A,#N/A N/A
ACAFP,11/30/2018,Corporates,Bank,Banks,11/30/2021,11/28/2018,CALLABLE,USD,#N/A N/A,#N/A N/A,4520000,STEP CPN,A+,A+,Aa3,FRANCE,#N/A N/A,#N/A N/A,#N/A N/A
HUMFAS,11/27/2018,Corporates,REIT,Real Estate,11/27/2020,11/20/2018,AT MATURITY,SEK,#N/A N/A,#N/A N/A,38408650,FLOATING,#N/A N/A,#N/A N/A,#N/A N/A,SWEDEN,#N/A N/A,#N/A N/A,#N/A N/A
PRPOBZ,1/24/2018,Corporates,Industrial,Power Generation,12/19/2018,12/19/2017,AT MATURITY,BRL,#N/A Field Not Applicable,#N/A Field Not Applicable,31972869.28,FLOATING,#N/A N/A,#N/A N/A,#N/A N/A,BRAZIL,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable
PRPABZ,1/9/2018,Corporates,Industrial,Power Generation,12/19/2018,12/19/2017,AT MATURITY,BRL,#N/A Field Not Applicable,#N/A Field Not Applicable,31287694.88,FLOATING,#N/A N/A,#N/A N/A,#N/A N/A,BRAZIL,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable
BCHINA,11/29/2018,Corporates,Industrial,Banks,11/29/2020,11/22/2018,AT MATURITY,CNY,26.66670036,40,115225600,FIXED,NR,NR,WR,CHINA,#N/A N/A,#N/A N/A,#N/A N/A
ACAFP,7/17/2018,Corporates,Bank,Banks,7/17/2028,7/16/2018,CALLABLE,USD,#N/A N/A,#N/A N/A,5000000,STEP CPN,A+,A+,Aa3,FRANCE,#N/A N/A,#N/A N/A,#N/A N/A
ADSLTC,6/15/2016,Corporates,Industrial,Renewable Energy,6/14/2019,6/7/2016,CALLABLE,SEK,#N/A Field Not Applicable,#N/A Field Not Applicable,35992200,FIXED,#N/A N/A,#N/A N/A,#N/A N/A,SWEDEN,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable
NYSVFI,9/7/2018,Corporates,Financial,Consumer Finance,9/7/2020,8/27/2018,AT MATURITY,SEK,#N/A N/A,#N/A N/A,66013200,FIXED,#N/A N/A,#N/A N/A,#N/A N/A,SWEDEN,#N/A N/A,#N/A N/A,#N/A N/A
